study,study_id,cohort,group,measure,units,n,timepoint,timepoint_mean,timepoint_median,timepoint_range,timepoint_iqr,timepoint_sd,n_timepoints,inj_mean,inj_sd,inj_med,inj_iqr,inj_range,noninj_mean,noninj_sd,noninj_med,noninj_iqr,noninj_range,lsi_mean,lsi_sd,lsi_med,lsi_iqr,lsi_range,notes
Mesnard 2022,#11123,Mesnard 2022,Hamstrings,hs isk ecc 30,nm/kg,59,1,7,NA,NA,NA,NA,1,1.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,75.5,13.6,NA,NA,NA,NA
Mesnard 2022,#11123,Mesnard 2022,Hamstrings + Meniscal,quad isk con 240,nm/kg,35,1,7,NA,NA,NA,NA,1,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,78.2,21.1,NA,NA,NA,NA
Mesnard 2022,#11123,Mesnard 2022,Hamstrings + Meniscal,hs isk con 240,nm/kg,35,1,7,NA,NA,NA,NA,1,0.8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,85.8,19.8,NA,NA,NA,NA
Mesnard 2022,#11123,Mesnard 2022,Hamstrings + Meniscal,quad isk con 60,nm/kg,35,1,7,NA,NA,NA,NA,1,1.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,78.2,24.8,NA,NA,NA,NA
Mesnard 2022,#11123,Mesnard 2022,Hamstrings + Meniscal,hs isk con 60,nm/kg,35,1,7,NA,NA,NA,NA,1,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,84.8,18.1,NA,NA,NA,NA
Mesnard 2022,#11123,Mesnard 2022,Hamstrings + Meniscal,hs isk ecc 30,nm/kg,35,1,7,NA,NA,NA,NA,1,1.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,77.8,18.7,NA,NA,NA,NA
Moran 2022a,#11152,Moran 2022a,Group 1,quad isk con 90,nm/kg,144,1,6.08,NA,NA,NA,1.55,2,1.41,0.41,NA,NA,NA,2.3,0.45,NA,NA,NA,62.2,16.9,NA,NA,NA,NA
Moran 2022a,#11152,Moran 2022a,Group 1,quad isk con 90,nm/kg,144,2,9.6,NA,NA,NA,2.31,2,1.76,0.43,NA,NA,NA,2.35,0.43,NA,NA,NA,75.5,14.6,NA,NA,NA,NA
Moran 2022a,#11152,Moran 2022a,Group 1,hs isk con 90,nm/kg,144,1,6.08,NA,NA,NA,1.55,2,0.9,0.27,NA,NA,NA,0.99,0.28,NA,NA,NA,92,19.9,NA,NA,NA,NA
Moran 2022a,#11152,Moran 2022a,Group 1,hs isk con 90,nm/kg,144,2,9.6,NA,NA,NA,2.31,2,1.03,0.28,NA,NA,NA,1.03,0.24,NA,NA,NA,100,20.5,NA,NA,NA,NA
Moran 2022a,#11152,Moran 2022a,Group 1,single hop,cm,144,1,6.08,NA,NA,NA,1.55,2,109.1,33.3,NA,NA,NA,124.1,31.9,NA,NA,NA,88,12.5,NA,NA,NA,NA
Moran 2022a,#11152,Moran 2022a,Group 1,single hop,cm,144,2,9.6,NA,NA,NA,2.31,2,125.5,31,NA,NA,NA,131.8,27.7,NA,NA,NA,95,10,NA,NA,NA,NA
Moran 2022a,#11152,Moran 2022a,Group 1,triple hop,cm,144,1,6.08,NA,NA,NA,1.55,2,392,103.8,NA,NA,NA,436.4,102.3,NA,NA,NA,89,13.5,NA,NA,NA,NA
Moran 2022a,#11152,Moran 2022a,Group 1,triple hop,cm,144,2,9.6,NA,NA,NA,2.31,2,438.1,98.8,NA,NA,NA,458,90.4,NA,NA,NA,95,8.5,NA,NA,NA,NA
Moran 2022a,#11152,Moran 2022a,Group 1,6m timed hop,secs,144,1,6.08,NA,NA,NA,1.55,2,2.54,0.67,NA,NA,NA,2.34,0.512,NA,NA,NA,92,13.8,NA,NA,NA,NA
Moran 2022a,#11152,Moran 2022a,Group 1,6m timed hop,secs,144,2,9.6,NA,NA,NA,2.31,2,2.35,0.56,NA,NA,NA,2.23,0.41,NA,NA,NA,95,9.8,NA,NA,NA,NA
Moran 2022b,#11153,Moran 2022b,Overall,quad isk con 90,nm/kg,284,1,6,NA,NA,NA,NA,1,1.55,0.47,NA,NA,NA,NA,NA,NA,NA,NA,69.5,17.3,NA,NA,NA,NA
Moran 2022b,#11153,Moran 2022b,Overall,hs isk con 90,nm/kg,284,1,6,NA,NA,NA,NA,1,0.9,0.27,NA,NA,NA,NA,NA,NA,NA,NA,93.1,18,NA,NA,NA,NA
Moran 2022b,#11153,Moran 2022b,Overall,single hop,lsi,284,1,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,13,NA,NA,NA,NA
Moran 2022b,#11153,Moran 2022b,Overall,triple hop,lsi,284,1,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.7,11.1,NA,NA,NA,NA
Moran 2022b,#11153,Moran 2022b,Overall,6m timed hop,lsi,284,1,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.7,22.5,NA,NA,NA,flipped this as symmetry calc from inj/noninj (higher = worse)
Murakami 2023,#11783,Murakami 2023,R group,quad isk con 60,lsi,60,1,0.1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.8,17.5,NA,NA,NA,NA
Murakami 2023,#11783,Murakami 2023,R group,quad isk con 60,lsi,60,2,5,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.4,20,NA,NA,NA,NA
Murakami 2023,#11783,Murakami 2023,R group,quad isk con 60,lsi,60,3,8,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.5,17.4,NA,NA,NA,NA
Murakami 2023,#11783,Murakami 2023,R group,quad isk con 60,lsi,60,4,12,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.6,15.2,NA,NA,NA,NA
Murakami 2023,#11783,Murakami 2023,N group,quad isk con 60,lsi,18,1,0.1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.1,14.6,NA,NA,NA,NA
Murakami 2023,#11783,Murakami 2023,N group,quad isk con 60,lsi,18,2,5,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.4,16.5,NA,NA,NA,NA
Murakami 2023,#11783,Murakami 2023,N group,quad isk con 60,lsi,18,3,8,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5,16.6,NA,NA,NA,NA
Murakami 2023,#11783,Murakami 2023,N group,quad isk con 60,lsi,18,4,12,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.8,12.9,NA,NA,NA,NA
Ohji 2021,#10026,Ohji 2021,All,single hop,cm/cm height,73,1,13.5,13.5,NA,13.0,NA,1,78.5,15.8,NA,NA,NA,NA,NA,NA,NA,NA,98.9,6.6,NA,NA,NA,NA
Ohji 2021,#10026,Ohji 2021,All,quad isk con 60,lsi,73,1,13.5,13.5,NA,13.0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.1,11.9,NA,NA,NA,NA
Ohji 2021,#10026,Ohji 2021,All,quad isk con 180,lsi,73,1,13.5,13.5,NA,13.0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.1,9.2,NA,NA,NA,NA
Ohji 2021,#10026,Ohji 2021,All,hs isk con 60,lsi,73,1,13.5,13.5,NA,13.0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,10.8,NA,NA,NA,NA
Ohji 2021,#10026,Ohji 2021,All,hs isk con 180,lsi,73,1,13.5,13.5,NA,13.0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,11.5,NA,NA,NA,NA
Oliveira 2022,#11226,Oliveira 2022,Intervention,quad isk con 60,nm,44,1,4,NA,NA,NA,NA,2,179.3,49.6,NA,NA,NA,153.5,48.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oliveira 2022,#11226,Oliveira 2022,Intervention,quad isk con 60,nm,44,2,5.84,NA,NA,NA,NA,2,183.7,49.64,NA,NA,NA,173.9,49.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oliveira 2022,#11226,Oliveira 2022,Intervention,single hop,cm,44,1,4,NA,NA,NA,NA,2,111.6,34.37,NA,NA,NA,112.2,30.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oliveira 2022,#11226,Oliveira 2022,Intervention,single hop,cm,44,2,5.84,NA,NA,NA,NA,2,115.8,30.95,NA,NA,NA,119.7,27.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oliveira 2022,#11226,Oliveira 2022,Control,quad isk con 60,nm,44,1,4,NA,NA,NA,NA,2,180.9,36.9,NA,NA,NA,152.8,30.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oliveira 2022,#11226,Oliveira 2022,Control,quad isk con 60,nm,44,2,5.84,NA,NA,NA,NA,2,198.8,37.11,NA,NA,NA,161.8,30.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oliveira 2022,#11226,Oliveira 2022,Control,single hop,cm,44,1,4,NA,NA,NA,NA,2,113.6,25.51,NA,NA,NA,120.9,25.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oliveira 2022,#11226,Oliveira 2022,Control,single hop,cm,44,2,5.84,NA,NA,NA,NA,2,129.1,24.96,NA,NA,NA,121.7,24.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pedersen 2021,#10064,Grindem 2014,Progressive Rehabilitation Alone,single hop,lsi,65,1,64.8,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,9,NA,NA,NA,NA
Pedersen 2021,#10064,Grindem 2014,Progressive Rehabilitation Alone,triple crossover hop,lsi,65,1,64.8,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,9,NA,NA,NA,NA
Pedersen 2021,#10064,Grindem 2014,Progressive Rehabilitation Alone,triple hop,lsi,65,1,64.8,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,7,NA,NA,NA,NA
Pedersen 2021,#10064,Grindem 2014,Progressive Rehabilitation Alone,6m timed hop,lsi,65,1,64.8,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,7,NA,NA,NA,NA
Piussi 2022,#10085,Piussi 2022,ACL Re-ruptures,quad isk con 90,lsi,24,1,2.3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.5,12.3,NA,NA,NA,NA
Piussi 2022,#10085,Piussi 2022,ACL Re-ruptures,quad isk con 90,lsi,27,2,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9,11.6,NA,NA,NA,NA
Piussi 2022,#10085,Piussi 2022,ACL Re-ruptures,quad isk con 90,lsi,26,3,8,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3,10.7,NA,NA,NA,NA
Piussi 2022,#10085,Piussi 2022,ACL Re-ruptures,quad isk con 90,lsi,17,4,12,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.5,8.9,NA,NA,NA,NA
Piussi 2022,#10085,Piussi 2022,ACL Re-ruptures,hs isk con 90,lsi,24,1,2.3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.1,19.5,NA,NA,NA,NA
Piussi 2022,#10085,Piussi 2022,ACL Re-ruptures,hs isk con 90,lsi,27,2,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,14.9,NA,NA,NA,NA
Piussi 2022,#10085,Piussi 2022,ACL Re-ruptures,hs isk con 90,lsi,26,3,8,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.8,8.7,NA,NA,NA,NA
Piussi 2022,#10085,Piussi 2022,ACL Re-ruptures,hs isk con 90,lsi,17,4,12,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.3,10.6,NA,NA,NA,NA
Piussi 2022,#10085,Piussi 2022,ACL Reconstruction,quad isk con 90,lsi,72,1,2.3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.7,12.4,NA,NA,NA,NA
Piussi 2022,#10085,Piussi 2022,ACL Reconstruction,quad isk con 90,lsi,78,2,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.6,13,NA,NA,NA,NA
Piussi 2022,#10085,Piussi 2022,ACL Reconstruction,quad isk con 90,lsi,78,3,8,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.1,12.6,NA,NA,NA,NA
Piussi 2022,#10085,Piussi 2022,ACL Reconstruction,quad isk con 90,lsi,51,4,12,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9,22.3,NA,NA,NA,NA
Piussi 2022,#10085,Piussi 2022,ACL Reconstruction,hs isk con 90,lsi,72,1,2.3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6,19.8,NA,NA,NA,NA
Piussi 2022,#10085,Piussi 2022,ACL Reconstruction,hs isk con 90,lsi,78,2,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.2,15,NA,NA,NA,NA
Piussi 2022,#10085,Piussi 2022,ACL Reconstruction,hs isk con 90,lsi,78,3,8,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.6,11.8,NA,NA,NA,NA
Piussi 2022,#10085,Piussi 2022,ACL Reconstruction,hs isk con 90,lsi,51,4,12,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.3,23.2,NA,NA,NA,NA
Powers 2022,#11300,Powers 2022,Group 1,quad mvic 60,nm/kg,79,1,6.47,NA,NA,NA,0.29,1,2.15,0.47,NA,NA,NA,2.47,0.44,NA,NA,NA,87,12,NA,NA,NA,NA
Qiu 2022,#11308,Qiu 2022,ACLR,quad mvic 45,nm/kg,30,1,1.15,NA,NA,NA,0.49,1,1.67,0.42,NA,NA,NA,2.1,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qiu 2022,#11308,Qiu 2022,Healthy Control,quad mvic 45,nm/kg,30,1,1.15,NA,NA,NA,0.49,1,2.4,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rahova 2022,#11316,Rahova 2022,ACL group,hip flex hhd,NA,20,1,6,NA,NA,NA,NA,1,34.22,5.53,NA,NA,NA,33.98,5.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rahova 2022,#11316,Rahova 2022,ACL group,hip ext hhd,NA,20,1,6,NA,NA,NA,NA,1,32.07,9.23,NA,NA,NA,31.97,8.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rahova 2022,#11316,Rahova 2022,ACL group,hip abd hhd,NA,20,1,6,NA,NA,NA,NA,1,35.59,8.64,NA,NA,NA,37.13,9.27,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rahova 2022,#11316,Rahova 2022,ACL group,hip add hhd,NA,20,1,6,NA,NA,NA,NA,1,31.76,7.1,NA,NA,NA,30.26,7.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rahova 2022,#11316,Rahova 2022,ACL group,quad hhd,NA,20,1,6,NA,NA,NA,NA,1,32.21,6.3,NA,NA,NA,33.25,6.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rahova 2022,#11316,Rahova 2022,ACL group,hs hhd,NA,20,1,6,NA,NA,NA,NA,1,20.34,6.53,NA,NA,NA,20.13,6.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rahova 2022,#11316,Rahova 2022,ACL group,dflex hhd,NA,20,1,6,NA,NA,NA,NA,1,24.11,3.99,NA,NA,NA,23.56,4.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rahova 2022,#11316,Rahova 2022,ACL group,pflex hhd,NA,20,1,6,NA,NA,NA,NA,1,26.33,7.24,NA,NA,NA,25.94,6.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rahova 2022,#11316,Rahova 2022,Healthy Control,hip flex hhd,NA,20,1,6,NA,NA,NA,NA,1,29.88,8.06,NA,NA,NA,30.77,6.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rahova 2022,#11316,Rahova 2022,Healthy Control,hip ext hhd,NA,20,1,6,NA,NA,NA,NA,1,31.64,10.8,NA,NA,NA,30.95,10.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rahova 2022,#11316,Rahova 2022,Healthy Control,hip abd hhd,NA,20,1,6,NA,NA,NA,NA,1,35.4,12.39,NA,NA,NA,35.49,12.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rahova 2022,#11316,Rahova 2022,Healthy Control,hip add hhd,NA,20,1,6,NA,NA,NA,NA,1,28.54,11.13,NA,NA,NA,28.61,11.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rahova 2022,#11316,Rahova 2022,Healthy Control,quad hhd,NA,20,1,6,NA,NA,NA,NA,1,32.99,6.09,NA,NA,NA,33.44,5.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rahova 2022,#11316,Rahova 2022,Healthy Control,hs hhd,NA,20,1,6,NA,NA,NA,NA,1,19.36,3.7,NA,NA,NA,20.84,4.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rahova 2022,#11316,Rahova 2022,Healthy Control,dflex hhd,NA,20,1,6,NA,NA,NA,NA,1,23.55,5.35,NA,NA,NA,23.82,6.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rahova 2022,#11316,Rahova 2022,Healthy Control,pflex hhd,NA,20,1,6,NA,NA,NA,NA,1,28.15,3.93,NA,NA,NA,27.36,4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
Read 2021,#10119,Read 2021,Group 1,quad isk con 60,nm/kg,65,1,4.4,NA,NA,NA,0.74,1,2.31,0.52,NA,NA,NA,3.11,0.52,NA,NA,NA,75.2,13.4,NA,NA,NA,NA
Read 2021,#10119,Read 2021,Group 1,hs isk con 60,nm/kg,65,1,4.4,NA,NA,NA,0.74,1,1.61,0.33,NA,NA,NA,1.76,0.32,NA,NA,NA,91.7,14.7,NA,NA,NA,NA
Read 2022,#11330,Read 2022,ACLR,single leg drop jump height,m,26,1,7.36,NA,NA,NA,1.61,2,0.13,0.03,NA,NA,NA,0.16,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Read 2022,#11330,Read 2022,ACLR,single leg drop jump height,m,26,2,9.67,NA,NA,NA,2.53,2,0.14,0.02,NA,NA,NA,0.16,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
Read 2022,#11330,Read 2022,Healthy Control,single leg drop jump height,m,25,1,7.36,NA,NA,NA,1.61,2,0.17,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Read 2022,#11330,Read 2022,Healthy Control,single leg drop jump height,m,25,2,9.67,NA,NA,NA,2.53,2,0.17,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Runer 2022,#11362,Runer 2022,QT,single hop,lsi,28,1,78.9,NA,NA,NA,13.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.9,3.8,NA,NA,NA,NA
Runer 2022,#11362,Runer 2022,HT,single hop,lsi,30,1,78.9,NA,NA,NA,13.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.7,7,NA,NA,NA,NA
Salatkaite 2021,#10156,Salatkaite 2021,LSI >90%,single hop,lsi,30,1,8.87,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.19666666666667,7.893181018500606,96.55,92.45-102.59,NA,LSI Median 96.55 (IQR 92.45 to 102.59)
Salatkaite 2021,#10156,Salatkaite 2021,LSI >90%,triple crossover hop,lsi,30,1,8.87,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.21,5.970483078096613,100.48,94.74-102.41,NA,LSI Median 100.48 (IQR 94.74 to 102.41)
Salatkaite 2021,#10156,Salatkaite 2021,LSI >90%,triple hop,lsi,30,1,8.87,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.50666666666666,4.771715941164575,94.47,95.96-102.09,NA,LSI Median 94.47 (IQR 95.96 to 102.09)
Salatkaite 2021,#10156,Salatkaite 2021,LSI >90%,6m timed hop,lsi,30,1,8.87,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.63666666666666,4.3591532252074305,99.47,95.42-101.02,NA,LSI Median 99.47 (IQR 95.42 to 101.02)
Salatkaite 2021,#10156,Salatkaite 2021,LSI <=90%,single hop,lsi,51,1,8.35,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.71666666666665,7.979573448665641,86.95,79.87-90.33,NA,LSI Median 86.95 (IQR 79.87 to 90.33)
Salatkaite 2021,#10156,Salatkaite 2021,LSI <=90%,triple crossover hop,lsi,51,1,8.35,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.40333333333332,8.742438979130807,89.13,80.81-92.27,NA,LSI Median 89.13 (IQR 80.81 to 92.27)
Salatkaite 2021,#10156,Salatkaite 2021,LSI <=90%,triple hop,lsi,51,1,8.35,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.92666666666666,5.904579205800398,87.5,82.77-90.51,NA,LSI Median 87.50 (IQR 82.77 to 90.51)
Salatkaite 2021,#10156,Salatkaite 2021,LSI <=90%,6m timed hop,lsi,51,1,8.35,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.65333333333332,8.071117312321464,92.66,85.86-96.44,NA,LSI Median 92.66 (IQR 85.86 to 96.44)
SanJose 2023,#11805,SanJose 2023,Group 1,single hop,lsi,89,1,4,4,NA,4 to 5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,18,NA,NA,NA,NA
SanJose 2023,#11805,SanJose 2023,Group 1,single hop,lsi,42,2,10,10,NA,9 to 11,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,11,NA,NA,NA,NA
SanJose 2023,#11805,SanJose 2023,Group 1,hs isk con 60,lsi,89,1,4,4,NA,4 to 5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,14,NA,NA,NA,NA
SanJose 2023,#11805,SanJose 2023,Group 1,hs isk con 60,lsi,42,2,10,10,NA,9 to 11,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,13,NA,NA,NA,NA
SanJose 2023,#11805,SanJose 2023,Group 1,hs isk con 180,lsi,89,1,4,4,NA,4 to 5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,12,NA,NA,NA,NA
SanJose 2023,#11805,SanJose 2023,Group 1,hs isk con 180,lsi,42,2,10,10,NA,9 to 11,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,13,NA,NA,NA,NA
SanJose 2023,#11805,SanJose 2023,Group 1,hs mvic 45,lsi,89,1,4,4,NA,4 to 5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,17,NA,NA,NA,NA
SanJose 2023,#11805,SanJose 2023,Group 1,hs mvic 45,lsi,42,2,10,10,NA,9 to 11,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,13,NA,NA,NA,NA
SanJose 2023,#11805,SanJose 2023,Group 1,quad isk con 60,lsi,89,1,4,4,NA,4 to 5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,15,NA,NA,NA,NA
SanJose 2023,#11805,SanJose 2023,Group 1,quad isk con 60,lsi,42,2,10,10,NA,9 to 11,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,12,NA,NA,NA,NA
SanJose 2023,#11805,SanJose 2023,Group 1,quad isk con 180,lsi,89,1,4,4,NA,4 to 5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,14,NA,NA,NA,NA
SanJose 2023,#11805,SanJose 2023,Group 1,quad isk con 180,lsi,42,2,10,10,NA,9 to 11,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,11,NA,NA,NA,NA
SanJose 2023,#11805,SanJose 2023,Group 1,quad mvic 45,lsi,89,1,4,4,NA,4 to 5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,20,NA,NA,NA,NA
SanJose 2023,#11805,SanJose 2023,Group 1,quad mvic 45,lsi,42,2,10,10,NA,9 to 11,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,20,NA,NA,NA,NA
Schwery 2022,#11399,Schwery 2022,BPTB,quad mvic 90,nm/kg,87,1,3.48,NA,NA,NA,0.57,3,1.64,0.5,NA,NA,NA,2.75,0.6,NA,NA,NA,60,13,NA,NA,NA,NA
Schwery 2022,#11399,Schwery 2022,BPTB,quad mvic 90,nm/kg,87,2,6.37,NA,NA,NA,0.61,3,2.12,0.59,NA,NA,NA,2.88,0.68,NA,NA,NA,74,13,NA,NA,NA,NA
Schwery 2022,#11399,Schwery 2022,BPTB,quad mvic 90,nm/kg,87,3,9.23,NA,NA,NA,0.64,3,2.46,0.66,NA,NA,NA,2.93,0.67,NA,NA,NA,84,14,NA,NA,NA,NA
Schwery 2022,#11399,Schwery 2022,HT,quad mvic 90,nm/kg,21,1,3.48,NA,NA,NA,0.57,3,1.83,0.42,NA,NA,NA,2.41,0.42,NA,NA,NA,76,12,NA,NA,NA,NA
Schwery 2022,#11399,Schwery 2022,HT,quad mvic 90,nm/kg,21,2,6.37,NA,NA,NA,0.61,3,2.25,0.54,NA,NA,NA,2.45,0.46,NA,NA,NA,92,13,NA,NA,NA,NA
Schwery 2022,#11399,Schwery 2022,HT,quad mvic 90,nm/kg,21,3,9.23,NA,NA,NA,0.64,3,2.61,0.59,NA,NA,NA,2.74,0.54,NA,NA,NA,96,16,NA,NA,NA,NA
Schwery 2022,#11399,Schwery 2022,QT,quad mvic 90,nm/kg,17,1,3.48,NA,NA,NA,0.57,3,1.39,0.67,NA,NA,NA,2.63,0.69,NA,NA,NA,52,17,NA,NA,NA,NA
Schwery 2022,#11399,Schwery 2022,QT,quad mvic 90,nm/kg,17,2,6.37,NA,NA,NA,0.61,3,1.87,0.7,NA,NA,NA,2.79,0.61,NA,NA,NA,67,20,NA,NA,NA,NA
Schwery 2022,#11399,Schwery 2022,QT,quad mvic 90,nm/kg,17,3,9.23,NA,NA,NA,0.64,3,2.24,0.78,NA,NA,NA,2.85,0.44,NA,NA,NA,77,19,NA,NA,NA,NA
Schwery 2022,#11399,Schwery 2022,Male,quad mvic 90,nm/kg,51,1,3.48,NA,NA,NA,0.57,3,1.88,0.58,NA,NA,NA,2.94,0.61,NA,NA,NA,64,15,NA,NA,NA,NA
Schwery 2022,#11399,Schwery 2022,Male,quad mvic 90,nm/kg,51,2,6.37,NA,NA,NA,0.61,3,2.42,0.69,NA,NA,NA,3.15,0.7,NA,NA,NA,77,16,NA,NA,NA,NA
Schwery 2022,#11399,Schwery 2022,Male,quad mvic 90,nm/kg,51,3,9.23,NA,NA,NA,0.64,3,2.78,0.74,NA,NA,NA,3.18,0.61,NA,NA,NA,87,16,NA,NA,NA,NA
